°üÃø¼Ò¸í:ÅÂ¾È,,,,,,,,,,,,,
À§µµ:36.9130555555556,,,,,,,,,,,,,
°æµµ:126.238888888889,,,,,,,,,,,,,
°üÃø½Ã°£,Á¶À§(cm),¼ö¿Â(¡É),¿°ºÐ(PSU),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-01 1:31,409,-,-,-,-,-,-,2.3,¼­,274,14.4,1009.7,-
2024-06-01 1:32,407,-,-,-,-,-,-,1.9,¼­,276,14.4,1009.7,-
2024-06-01 1:33,406,-,-,-,-,-,-,2.2,¼­,275,14.5,1009.7,-
2024-06-01 1:34,404,-,-,-,-,-,-,2.1,¼­ºÏ¼­,283,14.4,1009.7,-
2024-06-01 1:35,403,-,-,-,-,-,-,1.4,¼­,277,14.5,1009.7,-
2024-06-01 1:36,402,-,-,-,-,-,-,1.6,¼­,281,14.4,1009.7,-
2024-06-01 1:37,400,-,-,-,-,-,-,2,¼­,275,14.4,1009.7,-
2024-06-01 1:38,399,-,-,-,-,-,-,1.8,¼­,274,14.5,1009.8,-
2024-06-01 1:39,398,-,-,-,-,-,-,2.5,¼­ºÏ¼­,285,14.4,1009.8,-
2024-06-01 1:40,396,-,-,-,-,-,-,2.4,¼­,276,14.5,1009.8,-
2024-06-01 1:41,394,-,-,-,-,-,-,2.4,¼­,271,14.5,1009.8,-
2024-06-01 1:42,393,-,-,-,-,-,-,2.3,¼­,279,14.5,1009.8,-
2024-06-01 1:43,392,-,-,-,-,-,-,2.1,¼­ºÏ¼­,282,14.5,1009.9,-
2024-06-01 1:44,390,-,-,-,-,-,-,2.4,¼­,278,14.5,1009.9,-
2024-06-01 1:45,388,-,-,-,-,-,-,2.5,¼­,276,14.5,1009.9,-
2024-06-01 1:46,386,-,-,-,-,-,-,3.7,¼­,279,14.5,1009.9,-
2024-06-01 1:47,384,-,-,-,-,-,-,3.7,¼­,276,14.5,1009.9,-
2024-06-01 1:48,383,-,-,-,-,-,-,3.7,¼­,275,14.5,1009.9,-
2024-06-01 1:49,381,-,-,-,-,-,-,4.1,¼­,278,14.5,1009.9,-
2024-06-01 1:50,380,-,-,-,-,-,-,3.7,¼­,278,14.5,1009.9,-
2024-06-01 1:51,378,-,-,-,-,-,-,3.8,¼­,278,14.5,1009.9,-
2024-06-01 1:52,377,-,-,-,-,-,-,3.6,¼­,275,14.5,1009.9,-
2024-06-01 1:53,376,-,-,-,-,-,-,3.1,¼­,274,14.5,1009.9,-
2024-06-01 1:54,374,-,-,-,-,-,-,3.3,¼­,276,14.4,1009.9,-
2024-06-01 1:55,373,-,-,-,-,-,-,3,¼­,275,14.4,1009.8,-
2024-06-01 1:56,372,-,-,-,-,-,-,2.5,¼­,278,14.4,1009.8,-
2024-06-01 1:57,370,-,-,-,-,-,-,2.3,¼­,281,14.4,1009.8,-
2024-06-01 1:58,369,-,-,-,-,-,-,3,¼­,277,14.4,1009.8,-
2024-06-01 1:59,367,-,-,-,-,-,-,2.8,¼­,280,14.4,1009.8,-
2024-06-01 2:00,366,-,-,-,-,-,-,3.2,¼­,279,14.5,1009.8,-
2024-06-01 2:01,364,-,-,-,-,-,-,2.9,¼­,279,14.4,1009.8,-
2024-06-01 2:02,363,-,-,-,-,-,-,3,¼­,277,14.4,1009.8,-
2024-06-01 2:03,361,-,-,-,-,-,-,3,¼­,279,14.4,1009.8,-
2024-06-01 2:04,360,-,-,-,-,-,-,2.3,¼­,275,14.4,1009.9,-
2024-06-01 2:05,358,-,-,-,-,-,-,2.7,¼­,278,14.5,1009.9,-
2024-06-01 2:06,357,-,-,-,-,-,-,2.9,¼­ºÏ¼­,282,14.5,1009.9,-
2024-06-01 2:07,355,-,-,-,-,-,-,2,¼­,274,14.4,1009.9,-
2024-06-01 2:08,354,-,-,-,-,-,-,1.6,¼­ºÏ¼­,285,14.4,1009.9,-
2024-06-01 2:09,352,-,-,-,-,-,-,2.1,¼­ºÏ¼­,299,14.4,1009.9,-
2024-06-01 2:10,350,-,-,-,-,-,-,2,¼­ºÏ¼­,291,14.4,1009.9,-
2024-06-01 2:11,348,-,-,-,-,-,-,2.4,¼­ºÏ¼­,302,14.3,1009.9,-
2024-06-01 2:12,347,-,-,-,-,-,-,2.4,¼­ºÏ¼­,302,14.3,1009.9,-
2024-06-01 2:13,345,-,-,-,-,-,-,2.8,¼­ºÏ¼­,301,14.3,1009.8,-
2024-06-01 2:14,343,-,-,-,-,-,-,2.6,¼­ºÏ¼­,298,14.2,1009.9,-
2024-06-01 2:15,342,-,-,-,-,-,-,1.9,¼­ºÏ¼­,294,14.2,1009.9,-
2024-06-01 2:16,341,-,-,-,-,-,-,1.3,¼­ºÏ¼­,293,14.2,1009.9,-
2024-06-01 2:17,339,-,-,-,-,-,-,1.8,¼­ºÏ¼­,284,14.2,1009.9,-
2024-06-01 2:18,337,-,-,-,-,-,-,1.1,¼­ºÏ¼­,284,14.1,1009.9,-
2024-06-01 2:19,336,-,-,-,-,-,-,1.5,¼­,277,14.2,1009.9,-
2024-06-01 2:20,335,-,-,-,-,-,-,1.5,¼­,273,14.1,1009.8,-
2024-06-01 2:21,333,-,-,-,-,-,-,2.3,¼­,280,14.2,1009.8,-
2024-06-01 2:22,331,-,-,-,-,-,-,2.3,¼­ºÏ¼­,283,14.2,1009.9,-
2024-06-01 2:23,329,-,-,-,-,-,-,2.3,¼­ºÏ¼­,282,14.2,1009.9,-
2024-06-01 2:24,328,-,-,-,-,-,-,2.2,¼­ºÏ¼­,284,14.2,1009.9,-
2024-06-01 2:25,326,-,-,-,-,-,-,2.3,¼­,278,14.2,1009.9,-
2024-06-01 2:26,325,-,-,-,-,-,-,2.2,¼­,280,14.2,1009.9,-
2024-06-01 2:27,324,-,-,-,-,-,-,2.1,¼­ºÏ¼­,283,14.2,1009.9,-
2024-06-01 2:28,323,-,-,-,-,-,-,2.5,¼­,279,14.2,1009.9,-
2024-06-01 2:29,321,-,-,-,-,-,-,2.7,¼­,281,14.2,1009.9,-
2024-06-01 2:30,320,-,-,-,-,-,-,2.8,¼­,279,14.1,1009.9,-
2024-06-01 2:31,318,-,-,-,-,-,-,2.4,¼­,276,14.2,1009.9,-
2024-06-01 2:32,316,-,-,-,-,-,-,2.5,¼­,276,14.1,1009.9,-
2024-06-01 2:33,314,-,-,-,-,-,-,1.8,¼­,276,14.1,1009.9,-
2024-06-01 2:34,313,-,-,-,-,-,-,2,¼­ºÏ¼­,282,14.1,1010,-
2024-06-01 2:35,312,-,-,-,-,-,-,2,¼­,280,14.1,1010,-
2024-06-01 2:36,310,-,-,-,-,-,-,1.5,¼­,276,14.1,1010,-
2024-06-01 2:37,309,-,-,-,-,-,-,2.7,¼­,277,14.2,1009.9,-
2024-06-01 2:38,307,-,-,-,-,-,-,1.3,¼­,278,14.1,1009.9,-
2024-06-01 2:39,306,-,-,-,-,-,-,1.4,¼­,280,14.2,1009.9,-
2024-06-01 2:40,305,-,-,-,-,-,-,1.3,¼­ºÏ¼­,283,14.2,1009.9,-
2024-06-01 2:41,304,-,-,-,-,-,-,2.1,¼­,277,14.2,1009.9,-
2024-06-01 2:42,302,-,-,-,-,-,-,2.2,¼­ºÏ¼­,282,14.2,1009.9,-
2024-06-01 2:43,301,-,-,-,-,-,-,1.2,¼­,281,14.2,1009.9,-
2024-06-01 2:44,299,-,-,-,-,-,-,1.1,¼­,269,14.2,1009.9,-
2024-06-01 2:45,297,-,-,-,-,-,-,0.6,¼­,277,14.2,1009.9,-
2024-06-01 2:46,296,-,-,-,-,-,-,1.9,¼­,281,14.2,1009.9,-
2024-06-01 2:47,295,-,-,-,-,-,-,1.8,¼­,277,14.2,1009.9,-
2024-06-01 2:48,293,-,-,-,-,-,-,0.9,¼­,269,14.2,1009.9,-
2024-06-01 2:49,292,-,-,-,-,-,-,1,¼­ºÏ¼­,290,14.2,1009.9,-
2024-06-01 2:50,290,-,-,-,-,-,-,1,¼­ºÏ¼­,284,14.2,1009.9,-
2024-06-01 2:51,289,-,-,-,-,-,-,1.5,¼­ºÏ¼­,282,14.2,1009.9,-
2024-06-01 2:52,287,-,-,-,-,-,-,1.5,¼­,278,14.2,1009.9,-
2024-06-01 2:53,286,-,-,-,-,-,-,1.1,¼­,271,14.2,1009.9,-
2024-06-01 2:54,285,-,-,-,-,-,-,0.5,¼­ºÏ¼­,282,14.2,1009.9,-
2024-06-01 2:55,284,-,-,-,-,-,-,0.7,¼­,281,14.2,1009.9,-
2024-06-01 2:56,282,-,-,-,-,-,-,0.9,¼­,270,14.2,1009.9,-
2024-06-01 2:57,281,-,-,-,-,-,-,1.2,¼­,277,14.2,1009.9,-
2024-06-01 2:58,280,-,-,-,-,-,-,1.2,¼­,281,14.3,1009.9,-
2024-06-01 2:59,278,-,-,-,-,-,-,1,¼­,275,14.3,1009.9,-
2024-06-01 3:00,276,-,-,-,-,-,-,1.2,¼­,274,14.3,1009.9,-
2024-06-01 3:01,275,-,-,-,-,-,-,0.9,¼­ºÏ¼­,286,14.3,1009.9,-
2024-06-01 3:02,275,-,-,-,-,-,-,1.4,¼­,279,14.3,1009.9,-
2024-06-01 3:03,273,-,-,-,-,-,-,1.1,¼­ºÏ¼­,284,14.4,1009.9,-
2024-06-01 3:04,271,-,-,-,-,-,-,1.2,¼­,281,14.4,1009.9,-
2024-06-01 3:05,270,-,-,-,-,-,-,1,¼­,275,14.4,1009.9,-
2024-06-01 3:06,269,-,-,-,-,-,-,1.6,¼­,279,14.4,1009.9,-
2024-06-01 3:07,268,-,-,-,-,-,-,1.3,¼­,271,14.4,1009.9,-
2024-06-01 3:08,266,-,-,-,-,-,-,1.2,¼­,263,14.3,1009.9,-
2024-06-01 3:09,265,-,-,-,-,-,-,1.4,¼­,273,14.4,1009.9,-
2024-06-01 3:10,264,-,-,-,-,-,-,1.8,¼­,279,14.4,1009.9,-
2024-06-01 3:11,262,-,-,-,-,-,-,0.8,¼­,271,14.3,1009.8,-
2024-06-01 3:12,261,-,-,-,-,-,-,2.4,¼­ºÏ¼­,282,14.3,1009.8,-
2024-06-01 3:13,260,-,-,-,-,-,-,1.4,¼­,278,14.4,1009.8,-
2024-06-01 3:14,258,-,-,-,-,-,-,0.7,¼­,275,14.3,1009.8,-
2024-06-01 3:15,257,-,-,-,-,-,-,0.6,¼­ºÏ¼­,282,14.3,1009.8,-
2024-06-01 3:16,256,-,-,-,-,-,-,1.4,¼­,265,14.3,1009.8,-
2024-06-01 3:17,255,-,-,-,-,-,-,1.6,¼­,274,14.3,1009.8,-
2024-06-01 3:18,253,-,-,-,-,-,-,1.1,¼­,273,14.3,1009.8,-
2024-06-01 3:19,253,-,-,-,-,-,-,0.5,¼­ºÏ¼­,294,14.3,1009.8,-
2024-06-01 3:20,251,-,-,-,-,-,-,0.5,¼­³²¼­,250,14.3,1009.8,-
2024-06-01 3:21,250,-,-,-,-,-,-,0.5,¼­,261,14.3,1009.7,-
2024-06-01 3:22,248,-,-,-,-,-,-,0.5,¼­,274,14.3,1009.7,-
2024-06-01 3:23,247,-,-,-,-,-,-,0.4,¼­³²¼­,256,14.3,1009.7,-
2024-06-01 3:24,246,-,-,-,-,-,-,0.8,¼­³²¼­,258,14.3,1009.7,-
2024-06-01 3:25,245,-,-,-,-,-,-,0.7,¼­³²¼­,252,14.2,1009.7,-
2024-06-01 3:26,244,-,-,-,-,-,-,1.1,¼­,267,14.2,1009.7,-
2024-06-01 3:27,243,-,-,-,-,-,-,0.5,¼­³²¼­,257,14.2,1009.7,-
2024-06-01 3:28,242,-,-,-,-,-,-,0.6,¼­³²¼­,256,14.3,1009.7,-
2024-06-01 3:29,241,-,-,-,-,-,-,0.8,¼­,264,14.3,1009.6,-
2024-06-01 3:30,240,-,-,-,-,-,-,0.7,¼­³²¼­,257,14.2,1009.6,-
2024-06-01 3:31,239,-,-,-,-,-,-,0.8,¼­³²¼­,249,14.3,1009.6,-
2024-06-01 3:32,238,-,-,-,-,-,-,0.9,¼­,269,14.3,1009.6,-
2024-06-01 3:33,237,-,-,-,-,-,-,0.7,¼­,270,14.3,1009.7,-
2024-06-01 3:34,236,-,-,-,-,-,-,0.7,¼­,274,14.3,1009.7,-
2024-06-01 3:35,235,-,-,-,-,-,-,0.5,¼­,279,14.3,1009.7,-
2024-06-01 3:36,234,-,-,-,-,-,-,1.3,¼­,281,14.3,1009.7,-
2024-06-01 3:37,233,-,-,-,-,-,-,0.8,¼­,275,14.3,1009.7,-
2024-06-01 3:38,231,-,-,-,-,-,-,1.5,¼­ºÏ¼­,295,14.4,1009.7,-
2024-06-01 3:39,231,-,-,-,-,-,-,0.9,¼­ºÏ¼­,288,14.4,1009.7,-
2024-06-01 3:40,229,-,-,-,-,-,-,1.3,ºÏ¼­,309,14.4,1009.7,-
2024-06-01 3:41,229,-,-,-,-,-,-,1.5,ºÏ¼­,312,14.3,1009.8,-
2024-06-01 3:42,228,-,-,-,-,-,-,1.3,¼­ºÏ¼­,303,14.4,1009.8,-
2024-06-01 3:43,227,-,-,-,-,-,-,1.1,¼­ºÏ¼­,302,14.4,1009.8,-
2024-06-01 3:44,225,-,-,-,-,-,-,2.8,ºÏ¼­,317,14.4,1009.8,-
2024-06-01 3:45,224,-,-,-,-,-,-,2.3,ºÏ¼­,314,14.4,1009.8,-
2024-06-01 3:46,223,-,-,-,-,-,-,2.2,¼­ºÏ¼­,303,14.4,1009.8,-
2024-06-01 3:47,223,-,-,-,-,-,-,2.6,ºÏ¼­,310,14.4,1009.8,-
2024-06-01 3:48,222,-,-,-,-,-,-,2.4,ºÏ¼­,309,14.5,1009.8,-
2024-06-01 3:49,221,-,-,-,-,-,-,2.6,ºÏ¼­,307,14.5,1009.8,-
2024-06-01 3:50,219,-,-,-,-,-,-,2.7,ºÏ¼­,313,14.5,1009.8,-
2024-06-01 3:51,218,-,-,-,-,-,-,1.7,¼­ºÏ¼­,301,14.5,1009.8,-
2024-06-01 3:52,217,-,-,-,-,-,-,2.3,ºÏ¼­,315,14.5,1009.8,-
2024-06-01 3:53,216,-,-,-,-,-,-,1.8,ºÏ¼­,310,14.5,1009.7,-
2024-06-01 3:54,216,-,-,-,-,-,-,1.4,¼­ºÏ¼­,296,14.5,1009.7,-
2024-06-01 3:55,215,-,-,-,-,-,-,1.3,¼­ºÏ¼­,301,14.5,1009.7,-
2024-06-01 3:56,214,-,-,-,-,-,-,1.2,¼­ºÏ¼­,300,14.5,1009.7,-
2024-06-01 3:57,213,-,-,-,-,-,-,1.4,¼­ºÏ¼­,292,14.6,1009.8,-
2024-06-01 3:58,212,-,-,-,-,-,-,0.9,¼­ºÏ¼­,284,14.6,1009.8,-
2024-06-01 3:59,211,-,-,-,-,-,-,2,ºÏ¼­,305,14.6,1009.8,-
2024-06-01 4:00,210,-,-,-,-,-,-,1.4,ºÏ¼­,308,14.6,1009.8,-
2024-06-01 4:01,209,-,-,-,-,-,-,2.7,ºÏ¼­,311,14.6,1009.8,-
2024-06-01 4:02,209,-,-,-,-,-,-,2.4,ºÏ¼­,309,14.6,1009.8,-
2024-06-01 4:03,208,-,-,-,-,-,-,2.1,ºÏ¼­,305,14.6,1009.8,-
2024-06-01 4:04,207,-,-,-,-,-,-,2.6,ºÏ¼­,311,14.6,1009.8,-
2024-06-01 4:05,206,-,-,-,-,-,-,1.7,¼­ºÏ¼­,302,14.7,1009.8,-
2024-06-01 4:06,205,-,-,-,-,-,-,2,ºÏ¼­,308,14.6,1009.8,-
2024-06-01 4:07,205,-,-,-,-,-,-,1.8,¼­ºÏ¼­,298,14.7,1009.9,-
2024-06-01 4:08,204,-,-,-,-,-,-,0.8,¼­ºÏ¼­,291,14.7,1009.9,-
2024-06-01 4:09,203,-,-,-,-,-,-,1.8,¼­ºÏ¼­,297,14.7,1009.9,-
2024-06-01 4:10,203,-,-,-,-,-,-,2.4,ºÏ¼­,308,14.7,1009.9,-
2024-06-01 4:11,202,-,-,-,-,-,-,3.1,ºÏ¼­,310,14.7,1009.9,-
2024-06-01 4:12,201,-,-,-,-,-,-,3.1,ºÏ¼­,311,14.6,1009.9,-
2024-06-01 4:13,201,-,-,-,-,-,-,3.4,ºÏ¼­,314,14.6,1010,-
2024-06-01 4:14,200,-,-,-,-,-,-,3.9,ºÏ¼­,313,14.6,1010,-
2024-06-01 4:15,200,-,-,-,-,-,-,4,ºÏ¼­,314,14.6,1010,-
2024-06-01 4:16,199,-,-,-,-,-,-,3.9,ºÏ¼­,319,14.6,1010,-
2024-06-01 4:17,198,-,-,-,-,-,-,4,ºÏ¼­,316,14.6,1010,-
2024-06-01 4:18,197,-,-,-,-,-,-,4.2,ºÏ¼­,320,14.6,1010,-
2024-06-01 4:19,197,-,-,-,-,-,-,3.9,ºÏ¼­,317,14.6,1010,-
2024-06-01 4:20,196,-,-,-,-,-,-,3.6,ºÏ¼­,316,14.6,1010,-
2024-06-01 4:21,196,-,-,-,-,-,-,3.9,ºÏ¼­,321,14.6,1010,-
2024-06-01 4:22,195,-,-,-,-,-,-,2.9,ºÏ¼­,314,14.6,1010,-
2024-06-01 4:23,195,-,-,-,-,-,-,2.5,ºÏ¼­,311,14.6,1010,-
2024-06-01 4:24,195,-,-,-,-,-,-,2.7,ºÏ¼­,315,14.6,1010,-
2024-06-01 4:25,195,-,-,-,-,-,-,3.9,ºÏ¼­,324,14.6,1010,-
2024-06-01 4:26,194,-,-,-,-,-,-,2.8,ºÏºÏ¼­,330,14.6,1010.1,-
2024-06-01 4:27,194,-,-,-,-,-,-,3.9,ºÏ¼­,323,14.5,1010.1,-
2024-06-01 4:28,194,-,-,-,-,-,-,3.9,ºÏ¼­,320,14.5,1010.1,-
2024-06-01 4:29,193,-,-,-,-,-,-,3.2,ºÏ¼­,322,14.6,1010.1,-
2024-06-01 4:30,193,-,-,-,-,-,-,3.5,ºÏ¼­,319,14.5,1010.1,-
2024-06-01 4:31,192,-,-,-,-,-,-,3.1,ºÏ¼­,311,14.5,1010.1,-
2024-06-01 4:32,192,-,-,-,-,-,-,3,ºÏ¼­,314,14.6,1010.1,-
2024-06-01 4:33,191,-,-,-,-,-,-,2.7,ºÏ¼­,312,14.5,1010.1,-
2024-06-01 4:34,191,-,-,-,-,-,-,1.9,ºÏ¼­,307,14.6,1010.1,-
2024-06-01 4:35,190,-,-,-,-,-,-,2.1,ºÏ¼­,309,14.6,1010.1,-
2024-06-01 4:36,190,-,-,-,-,-,-,1.6,ºÏ¼­,305,14.6,1010,-
2024-06-01 4:37,190,-,-,-,-,-,-,1.2,¼­ºÏ¼­,297,14.6,1010.1,-
