°üÃø¼Ò¸í:Åë¿µÇ×,,,,,,,,,,,,,,
À§µµ:34.773333,,,,,,,,,,,,,,
°æµµ:128.46,,,,,,,,,,,,,,
°üÃø½Ã°£,À¯¼Ó(cm/s),À¯Çâ(16points),À¯Çâ(deg),¼ö¿Â(¡É),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-01 14:30,4.4,ºÏºÏ¼­,333,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-01 14:40,3.2,µ¿,90,19.14,-,-,-,-,-,-,-,-,-,-
2024-06-01 14:50,3,¼­ºÏ¼­,283,19.35,-,-,-,-,-,-,-,-,-,-
2024-06-01 15:00,3.1,¼­³²¼­,256,19.26,-,-,-,-,-,-,-,-,-,-
2024-06-01 15:10,2.9,¼­ºÏ¼­,302,19.29,-,-,-,-,-,-,-,-,-,-
2024-06-01 15:20,5.2,ºÏ,353,19.18,-,-,-,-,-,-,-,-,-,-
2024-06-01 15:30,3.7,ºÏ,0,19.21,-,-,-,-,-,-,-,-,-,-
2024-06-01 15:40,3.2,ºÏºÏ¼­,342,19.08,-,-,-,-,-,-,-,-,-,-
2024-06-01 15:50,4.9,ºÏºÏ¼­,345,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-01 16:00,2.5,ºÏ,352,19.36,-,-,-,-,-,-,-,-,-,-
2024-06-01 16:10,2.7,µ¿ºÏµ¿,73,19.05,-,-,-,-,-,-,-,-,-,-
2024-06-01 16:20,0.3,¼­³²¼­,248,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-01 16:30,4.1,µ¿ºÏµ¿,58,19.2,-,-,-,-,-,-,-,-,-,-
2024-06-01 16:40,2.5,µ¿ºÏµ¿,68,19.14,-,-,-,-,-,-,-,-,-,-
2024-06-01 16:50,1.5,ºÏµ¿,53,18.9,-,-,-,-,-,-,-,-,-,-
2024-06-01 17:00,4.5,µ¿ºÏµ¿,78,18.66,-,-,-,-,-,-,-,-,-,-
2024-06-01 17:10,0.8,ºÏµ¿,53,19.37,-,-,-,-,-,-,-,-,-,-
2024-06-01 17:20,1.4,ºÏµ¿,49,18.62,-,-,-,-,-,-,-,-,-,-
2024-06-01 17:30,2.2,µ¿ºÏµ¿,65,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-01 17:40,1,µ¿³²µ¿,119,19.3,-,-,-,-,-,-,-,-,-,-
2024-06-01 17:50,2.7,³²,190,19.23,-,-,-,-,-,-,-,-,-,-
2024-06-01 18:00,3.8,³²³²¼­,200,19.04,-,-,-,-,-,-,-,-,-,-
2024-06-01 18:10,2.9,³²,188,18.82,-,-,-,-,-,-,-,-,-,-
2024-06-01 18:20,0.8,³²³²µ¿,160,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-01 18:30,0.3,ºÏµ¿,48,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-01 18:40,5,³²³²µ¿,162,18.63,-,-,-,-,-,-,-,-,-,-
2024-06-01 18:50,3.6,³²µ¿,131,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-01 19:00,2.4,µ¿³²µ¿,109,18.63,-,-,-,-,-,-,-,-,-,-
2024-06-01 19:10,3,³²µ¿,139,18.9,-,-,-,-,-,-,-,-,-,-
2024-06-01 19:20,1.9,µ¿³²µ¿,119,18.68,-,-,-,-,-,-,-,-,-,-
2024-06-01 19:30,3.6,³²µ¿,127,19.29,-,-,-,-,-,-,-,-,-,-
2024-06-01 19:40,7.9,³²µ¿,126,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-01 19:50,2.9,³²³²µ¿,161,19.79,-,-,-,-,-,-,-,-,-,-
2024-06-01 20:00,2.5,³²³²¼­,199,19.85,-,-,-,-,-,-,-,-,-,-
2024-06-01 20:10,1.4,ºÏºÏµ¿,25,19.6,-,-,-,-,-,-,-,-,-,-
2024-06-01 20:20,3.1,³²³²µ¿,157,19.43,-,-,-,-,-,-,-,-,-,-
2024-06-01 20:30,2.2,³²µ¿,138,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-01 20:40,5,³²µ¿,144,19.34,-,-,-,-,-,-,-,-,-,-
2024-06-01 20:50,4,³²³²µ¿,158,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-01 21:00,2.9,³²³²¼­,201,18.73,-,-,-,-,-,-,-,-,-,-
2024-06-01 21:10,0.5,¼­,266,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-01 21:20,4.6,¼­ºÏ¼­,301,20.21,-,-,-,-,-,-,-,-,-,-
2024-06-01 21:30,2.5,ºÏ,2,20.1,-,-,-,-,-,-,-,-,-,-
2024-06-01 21:40,5,¼­ºÏ¼­,296,20.28,-,-,-,-,-,-,-,-,-,-
2024-06-01 21:50,5.7,ºÏ¼­,321,20.15,-,-,-,-,-,-,-,-,-,-
2024-06-01 22:00,5.8,ºÏºÏ¼­,332,19.52,-,-,-,-,-,-,-,-,-,-
2024-06-01 22:10,7.3,ºÏºÏ¼­,339,19.41,-,-,-,-,-,-,-,-,-,-
2024-06-01 22:20,6,ºÏºÏµ¿,15,19.12,-,-,-,-,-,-,-,-,-,-
2024-06-01 22:30,3.7,ºÏ,352,19.11,-,-,-,-,-,-,-,-,-,-
2024-06-01 22:40,6.4,ºÏºÏµ¿,15,19.3,-,-,-,-,-,-,-,-,-,-
2024-06-01 22:50,7.2,ºÏ,5,19.1,-,-,-,-,-,-,-,-,-,-
2024-06-01 23:00,5.3,ºÏ,7,18.96,-,-,-,-,-,-,-,-,-,-
2024-06-01 23:10,6.1,ºÏ,359,18.83,-,-,-,-,-,-,-,-,-,-
2024-06-01 23:20,4.2,ºÏ,10,18.86,-,-,-,-,-,-,-,-,-,-
2024-06-01 23:30,3.5,ºÏ,360,18.81,-,-,-,-,-,-,-,-,-,-
2024-06-01 23:40,4.5,ºÏ,351,18.77,-,-,-,-,-,-,-,-,-,-
2024-06-01 23:50,5.2,ºÏ,349,18.76,-,-,-,-,-,-,-,-,-,-
2024-06-02 0:00,4.8,ºÏ,357,18.72,-,-,-,-,-,-,-,-,-,-
2024-06-02 0:10,1.4,ºÏºÏ¼­,343,18.69,-,-,-,-,-,-,-,-,-,-
2024-06-02 0:20,3.2,ºÏ¼­,322,18.64,-,-,-,-,-,-,-,-,-,-
2024-06-02 0:30,2.1,ºÏºÏµ¿,20,18.69,-,-,-,-,-,-,-,-,-,-
2024-06-02 0:40,3,ºÏºÏ¼­,345,18.74,-,-,-,-,-,-,-,-,-,-
2024-06-02 0:50,3.1,³²³²¼­,199,19.36,-,-,-,-,-,-,-,-,-,-
2024-06-02 1:00,3.9,ºÏ¼­,317,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-02 1:10,4.2,ºÏºÏ¼­,330,18.63,-,-,-,-,-,-,-,-,-,-
2024-06-02 1:20,4.3,¼­,270,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-02 1:30,5,¼­,275,18.44,-,-,-,-,-,-,-,-,-,-
2024-06-02 1:40,1.5,ºÏ¼­,304,18.35,-,-,-,-,-,-,-,-,-,-
2024-06-02 1:50,2.9,¼­ºÏ¼­,292,18.3,-,-,-,-,-,-,-,-,-,-
2024-06-02 2:00,0.8,¼­ºÏ¼­,294,18.4,-,-,-,-,-,-,-,-,-,-
2024-06-02 2:10,2.4,¼­,275,18.52,-,-,-,-,-,-,-,-,-,-
2024-06-02 2:20,2.4,¼­ºÏ¼­,285,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-02 2:30,3.3,¼­,268,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-02 2:40,2.2,¼­³²¼­,251,18.41,-,-,-,-,-,-,-,-,-,-
2024-06-02 2:50,2.7,ºÏ¼­,309,18.34,-,-,-,-,-,-,-,-,-,-
2024-06-02 3:00,3.7,ºÏ¼­,310,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-02 3:10,3.7,¼­ºÏ¼­,298,18.4,-,-,-,-,-,-,-,-,-,-
2024-06-02 3:20,2.2,ºÏ¼­,322,18.64,-,-,-,-,-,-,-,-,-,-
2024-06-02 3:30,2.2,ºÏ¼­,318,18.78,-,-,-,-,-,-,-,-,-,-
2024-06-02 3:40,5.9,ºÏºÏ¼­,348,18.76,-,-,-,-,-,-,-,-,-,-
2024-06-02 3:50,6.2,ºÏºÏ¼­,336,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-02 4:00,3,ºÏºÏµ¿,18,18.7,-,-,-,-,-,-,-,-,-,-
2024-06-02 4:10,2.1,µ¿ºÏµ¿,68,18.82,-,-,-,-,-,-,-,-,-,-
2024-06-02 4:20,2.6,ºÏºÏµ¿,28,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-02 4:30,2.6,ºÏµ¿,51,18.73,-,-,-,-,-,-,-,-,-,-
2024-06-02 4:40,1.9,µ¿ºÏµ¿,78,18.68,-,-,-,-,-,-,-,-,-,-
2024-06-02 4:50,3.1,µ¿ºÏµ¿,76,18.43,-,-,-,-,-,-,-,-,-,-
2024-06-02 5:00,1.1,µ¿³²µ¿,122,18.42,-,-,-,-,-,-,-,-,-,-
2024-06-02 5:10,1.7,³²µ¿,130,18.44,-,-,-,-,-,-,-,-,-,-
2024-06-02 5:20,3.1,³²µ¿,124,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-02 5:30,3.1,³²³²µ¿,161,18.44,-,-,-,-,-,-,-,-,-,-
2024-06-02 5:40,4.3,µ¿³²µ¿,118,18.36,-,-,-,-,-,-,-,-,-,-
2024-06-02 5:50,4,³²µ¿,134,18.31,-,-,-,-,-,-,-,-,-,-
2024-06-02 6:00,6.7,µ¿³²µ¿,116,18.3,-,-,-,-,-,-,-,-,-,-
2024-06-02 6:10,5.5,µ¿³²µ¿,117,18.26,-,-,-,-,-,-,-,-,-,-
2024-06-02 6:20,7.3,³²µ¿,142,18.23,-,-,-,-,-,-,-,-,-,-
2024-06-02 6:30,6.3,³²µ¿,135,18.23,-,-,-,-,-,-,-,-,-,-
2024-06-02 6:40,9.6,³²³²µ¿,150,18.22,-,-,-,-,-,-,-,-,-,-
2024-06-02 6:50,7.5,³²µ¿,134,18.2,-,-,-,-,-,-,-,-,-,-
2024-06-02 7:00,5.5,³²µ¿,127,18.28,-,-,-,-,-,-,-,-,-,-
2024-06-02 7:10,6,³²³²µ¿,151,18.62,-,-,-,-,-,-,-,-,-,-
2024-06-02 7:20,3.9,µ¿³²µ¿,102,18.65,-,-,-,-,-,-,-,-,-,-
2024-06-02 7:30,6.1,³²,184,18.51,-,-,-,-,-,-,-,-,-,-
2024-06-02 7:40,4.6,³²µ¿,143,18.49,-,-,-,-,-,-,-,-,-,-
2024-06-02 7:50,2.8,³²³²¼­,194,18.48,-,-,-,-,-,-,-,-,-,-
2024-06-02 8:00,1.6,¼­³²¼­,247,18.54,-,-,-,-,-,-,-,-,-,-
2024-06-02 8:10,4.6,³²¼­,233,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-02 8:20,5.9,¼­³²¼­,237,18.56,-,-,-,-,-,-,-,-,-,-
2024-06-02 8:30,8.3,¼­³²¼­,239,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-02 8:40,4.8,¼­³²¼­,253,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-02 8:50,9.1,³²¼­,223,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-02 9:00,8.6,³²¼­,234,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-02 9:10,5.4,¼­³²¼­,252,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-02 9:20,10.1,¼­³²¼­,249,18.57,-,-,-,-,-,-,-,-,-,-
2024-06-02 9:30,7.4,¼­³²¼­,249,18.59,-,-,-,-,-,-,-,-,-,-
2024-06-02 9:40,7.1,¼­³²¼­,248,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-02 9:50,7.8,¼­³²¼­,242,18.62,-,-,-,-,-,-,-,-,-,-
2024-06-02 10:00,7.2,¼­³²¼­,247,18.66,-,-,-,-,-,-,-,-,-,-
2024-06-02 10:10,6.5,¼­,279,18.69,-,-,-,-,-,-,-,-,-,-
2024-06-02 10:20,4.7,ºÏ¼­,313,18.68,-,-,-,-,-,-,-,-,-,-
2024-06-02 10:30,3.6,¼­ºÏ¼­,299,18.74,-,-,-,-,-,-,-,-,-,-
2024-06-02 10:40,3.6,¼­ºÏ¼­,301,18.83,-,-,-,-,-,-,-,-,-,-
2024-06-02 10:50,3.3,ºÏ¼­,314,18.91,-,-,-,-,-,-,-,-,-,-
2024-06-02 11:00,3,ºÏºÏ¼­,333,18.92,-,-,-,-,-,-,-,-,-,-
2024-06-02 11:10,3.3,ºÏºÏ¼­,345,18.91,-,-,-,-,-,-,-,-,-,-
2024-06-02 11:20,3.8,ºÏ¼­,317,18.95,-,-,-,-,-,-,-,-,-,-
2024-06-02 11:30,4.5,ºÏ¼­,326,18.96,-,-,-,-,-,-,-,-,-,-
2024-06-02 11:40,1.3,¼­³²¼­,253,18.75,-,-,-,-,-,-,-,-,-,-
2024-06-02 11:50,1.9,¼­,259,18.77,-,-,-,-,-,-,-,-,-,-
2024-06-02 12:00,5.1,¼­³²¼­,246,18.67,-,-,-,-,-,-,-,-,-,-
2024-06-02 12:10,6.2,¼­³²¼­,256,18.66,-,-,-,-,-,-,-,-,-,-
2024-06-02 12:20,4.1,¼­,262,18.65,-,-,-,-,-,-,-,-,-,-
2024-06-02 12:30,3.4,¼­³²¼­,243,18.63,-,-,-,-,-,-,-,-,-,-
2024-06-02 12:40,5,¼­,261,18.58,-,-,-,-,-,-,-,-,-,-
2024-06-02 12:50,4.4,¼­,277,18.53,-,-,-,-,-,-,-,-,-,-
2024-06-02 13:00,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-06-02 13:10,6.6,¼­ºÏ¼­,290,18.92,-,-,-,-,-,-,-,-,-,-
2024-06-02 13:20,9.2,ºÏ¼­,316,19.38,-,-,-,-,-,-,-,-,-,-
2024-06-02 13:30,9.4,¼­ºÏ¼­,297,19.32,-,-,-,-,-,-,-,-,-,-
2024-06-02 13:40,9,ºÏ¼­,313,19.26,-,-,-,-,-,-,-,-,-,-
2024-06-02 13:50,9.7,¼­ºÏ¼­,298,19.09,-,-,-,-,-,-,-,-,-,-
2024-06-02 14:00,5.6,¼­ºÏ¼­,300,19.08,-,-,-,-,-,-,-,-,-,-
2024-06-02 14:10,8,¼­,279,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-02 14:20,6.6,ºÏ¼­,320,18.95,-,-,-,-,-,-,-,-,-,-
2024-06-02 14:30,6,¼­ºÏ¼­,284,18.77,-,-,-,-,-,-,-,-,-,-
2024-06-02 14:40,5.9,µ¿³²µ¿,122,19,-,-,-,-,-,-,-,-,-,-
2024-06-02 14:50,4.5,¼­,262,18.79,-,-,-,-,-,-,-,-,-,-
2024-06-02 15:00,3.7,ºÏ¼­,315,18.61,-,-,-,-,-,-,-,-,-,-
2024-06-02 15:10,3,ºÏ¼­,315,19.36,-,-,-,-,-,-,-,-,-,-
2024-06-02 15:20,9.6,ºÏºÏµ¿,22,19.49,-,-,-,-,-,-,-,-,-,-
2024-06-02 15:30,8.7,ºÏµ¿,39,19.44,-,-,-,-,-,-,-,-,-,-
2024-06-02 15:40,9.1,µ¿ºÏµ¿,68,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-02 15:50,5.6,µ¿ºÏµ¿,74,19.25,-,-,-,-,-,-,-,-,-,-
2024-06-02 16:00,8.8,ºÏµ¿,50,19,-,-,-,-,-,-,-,-,-,-
2024-06-02 16:10,6.7,ºÏµ¿,54,18.81,-,-,-,-,-,-,-,-,-,-
2024-06-02 16:20,5.5,µ¿,85,18.91,-,-,-,-,-,-,-,-,-,-
2024-06-02 16:30,4.2,µ¿,99,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-02 16:40,4.2,µ¿,95,19.2,-,-,-,-,-,-,-,-,-,-
2024-06-02 16:50,3,µ¿,84,19.14,-,-,-,-,-,-,-,-,-,-
2024-06-02 17:00,2.4,µ¿³²µ¿,122,18.99,-,-,-,-,-,-,-,-,-,-
2024-06-02 17:10,12.7,µ¿,101,19.23,-,-,-,-,-,-,-,-,-,-
2024-06-02 17:20,7.9,µ¿,86,19.34,-,-,-,-,-,-,-,-,-,-
2024-06-02 17:30,7.8,µ¿,90,19.4,-,-,-,-,-,-,-,-,-,-
2024-06-02 17:40,5.1,µ¿ºÏµ¿,69,19.49,-,-,-,-,-,-,-,-,-,-
2024-06-02 17:50,5,µ¿,94,19.54,-,-,-,-,-,-,-,-,-,-
2024-06-02 18:00,8.2,µ¿³²µ¿,112,19.47,-,-,-,-,-,-,-,-,-,-
2024-06-02 18:10,6.6,µ¿³²µ¿,118,19.31,-,-,-,-,-,-,-,-,-,-
2024-06-02 18:20,7.1,µ¿³²µ¿,110,19.31,-,-,-,-,-,-,-,-,-,-
2024-06-02 18:30,7,µ¿³²µ¿,117,19.08,-,-,-,-,-,-,-,-,-,-
2024-06-02 18:40,7.7,³²µ¿,134,18.95,-,-,-,-,-,-,-,-,-,-
2024-06-02 18:50,8.7,³²µ¿,140,18.82,-,-,-,-,-,-,-,-,-,-
2024-06-02 19:00,8.7,³²³²µ¿,149,19.06,-,-,-,-,-,-,-,-,-,-
2024-06-02 19:10,10,³²³²µ¿,165,19.16,-,-,-,-,-,-,-,-,-,-
2024-06-02 19:20,8.2,³²³²µ¿,166,18.93,-,-,-,-,-,-,-,-,-,-
2024-06-02 19:30,9.2,³²³²µ¿,161,18.92,-,-,-,-,-,-,-,-,-,-
2024-06-02 19:40,12.8,³²³²µ¿,160,19.15,-,-,-,-,-,-,-,-,-,-
2024-06-02 19:50,10,³²³²µ¿,161,19.4,-,-,-,-,-,-,-,-,-,-
2024-06-02 20:00,8.3,³²³²¼­,203,19.89,-,-,-,-,-,-,-,-,-,-
2024-06-02 20:10,7.2,³²³²¼­,199,19.84,-,-,-,-,-,-,-,-,-,-
2024-06-02 20:20,7,³²¼­,224,20.08,-,-,-,-,-,-,-,-,-,-
2024-06-02 20:30,7.5,³²,170,20.07,-,-,-,-,-,-,-,-,-,-
2024-06-02 20:40,7,³²,189,19.87,-,-,-,-,-,-,-,-,-,-
2024-06-02 20:50,7.4,³²,180,19.75,-,-,-,-,-,-,-,-,-,-
2024-06-02 21:00,5.2,¼­,263,19.85,-,-,-,-,-,-,-,-,-,-
2024-06-02 21:10,10.3,¼­,271,19.83,-,-,-,-,-,-,-,-,-,-
